image,vehicles,pedestrians
./bdd100k/train/images/002ab96a-ea678692.jpg,9,0
./bdd100k/train/images/002b485a-3f6603f2.jpg,8,0
./bdd100k/train/images/002b485a-d1301c7c.jpg,8,0
./bdd100k/train/images/002b562f-e0ac84fe.jpg,8,0
./bdd100k/train/images/002cd38e-c7defded.jpg,2,1
./bdd100k/train/images/002cd38e-ebe888e1.jpg,10,0
./bdd100k/train/images/002d290d-01969e7d.jpg,7,3
./bdd100k/train/images/002d290d-89d1aea8.jpg,6,0
./bdd100k/train/images/002d290d-89f4e5c0.jpg,3,1
./bdd100k/train/images/002d290d-90f2bab2.jpg,7,0
./bdd100k/train/images/002d290d-f9108a13.jpg,5,2
./bdd100k/train/images/002d290d-fa2a8964.jpg,4,1
./bdd100k/train/images/002e6895-442e6bc1.jpg,7,0
./bdd100k/train/images/002f8552-0cdd55c6.jpg,8,4
./bdd100k/train/images/0030f434-3eb4a3a9.jpg,9,0
./bdd100k/train/images/00313a01-62156032.jpg,6,0
./bdd100k/train/images/00313a01-725ddf3a.jpg,1,0
./bdd100k/train/images/00313a01-97de1f42.jpg,2,0
./bdd100k/train/images/00313a01-b53a2998.jpg,11,0
./bdd100k/train/images/00322f82-286ab9b3.jpg,1,1
./bdd100k/train/images/0032419c-7d20b300.jpg,2,0
./bdd100k/train/images/0033b19f-65613f7e.jpg,11,0
./bdd100k/train/images/0033b19f-7f07efac.jpg,7,0
./bdd100k/train/images/0034a363-24f318c4.jpg,5,0
./bdd100k/train/images/0035afff-3295dbd6.jpg,7,1
./bdd100k/train/images/0035afff-434368a1.jpg,2,0
./bdd100k/train/images/0035afff-47378fa3.jpg,8,1
./bdd100k/train/images/0035afff-572b2d4e.jpg,6,0
./bdd100k/train/images/0035afff-bd191d6a.jpg,7,0
./bdd100k/train/images/00378858-c5f802ac.jpg,2,0
./bdd100k/train/images/00390995-49d9a01e.jpg,13,0
./bdd100k/train/images/00391a82-8be5b76d.jpg,3,0
./bdd100k/train/images/00391a82-d1428e56.jpg,2,0
./bdd100k/train/images/003baca5-70c87fc6.jpg,9,0
./bdd100k/train/images/003baca5-aab2e274.jpg,1,0
./bdd100k/train/images/003baca5-ad660439.jpg,6,0
./bdd100k/train/images/003baca5-d6cd84e5.jpg,4,1
./bdd100k/train/images/003c4a61-52588960.jpg,4,0
./bdd100k/train/images/003e23ee-07d32feb.jpg,5,0
./bdd100k/train/images/003e23ee-67d25f19.jpg,2,0
./bdd100k/train/images/004071a4-049b7b85.jpg,9,0
./bdd100k/train/images/004071a4-4e8a363a.jpg,10,0
./bdd100k/train/images/004071a4-a45d905f.jpg,6,0
./bdd100k/train/images/004071a4-ef4bf541.jpg,4,1
./bdd100k/train/images/00417c23-220bbc98.jpg,5,0
./bdd100k/train/images/00423717-0ef3c8dc.jpg,2,0
./bdd100k/train/images/00423717-eba4da41.jpg,2,0
./bdd100k/train/images/00423ac5-1fa7ff43.jpg,4,0
./bdd100k/train/images/0045e757-02530231.jpg,8,0
./bdd100k/train/images/0045e757-088840fc.jpg,9,0
./bdd100k/train/images/0045e757-66a334b5.jpg,5,0
./bdd100k/train/images/004855fc-ff3946ad.jpg,2,3
./bdd100k/train/images/00488a66-6c729bde.jpg,12,0
./bdd100k/train/images/00488b40-0a8cf1a0.jpg,6,0
./bdd100k/train/images/0048f391-2c5344eb.jpg,3,0
./bdd100k/train/images/0048f391-8eb40ca6.jpg,9,0
./bdd100k/train/images/0048f391-e9bfaf62.jpg,0,0
./bdd100k/train/images/0048f391-eae6a189.jpg,5,0
./bdd100k/train/images/00495359-1d04dd8a.jpg,8,0
./bdd100k/train/images/00495359-27ce9c7e.jpg,6,0
./bdd100k/train/images/0049e5b8-725e21a0.jpg,6,0
./bdd100k/train/images/0049e5b8-afda7206.jpg,5,0
./bdd100k/train/images/004ea016-0b1932a7.jpg,2,0
./bdd100k/train/images/00516b75-7ac91661.jpg,2,0
./bdd100k/train/images/0051e391-d32a618e.jpg,1,0
./bdd100k/train/images/0052b279-87c692aa.jpg,8,0
./bdd100k/train/images/005645a1-dbe34c9d.jpg,3,0
./bdd100k/train/images/00589f25-4cf2b9e0.jpg,11,0
./bdd100k/train/images/0059f17f-f0882eef.jpg,2,0
./bdd100k/train/images/005c4fd3-cb4d6287.jpg,14,0
./bdd100k/train/images/005cdef0-180a776c.jpg,5,0
./bdd100k/train/images/005ee183-0100ac18.jpg,8,1
./bdd100k/train/images/005ee183-bcfab89f.jpg,18,0
./bdd100k/train/images/005fd7be-d8e0dc65.jpg,6,0
./bdd100k/train/images/005ff190-5be4cdfa.jpg,5,0
./bdd100k/train/images/0060b445-5acc00ed.jpg,1,0
./bdd100k/train/images/00618cec-3bc5573e.jpg,4,0
./bdd100k/train/images/00618cec-a7f7e470.jpg,2,1
./bdd100k/train/images/00618cec-ef92ac05.jpg,8,0
./bdd100k/train/images/0062298d-2d787502.jpg,7,0
./bdd100k/train/images/0062298d-cbbec2cd.jpg,7,0
./bdd100k/train/images/0062298d-e6abad2f.jpg,2,0
./bdd100k/train/images/0062298d-fd69d0ec.jpg,4,0
./bdd100k/train/images/0062ab5a-54bb129b.jpg,7,0
./bdd100k/train/images/0062e803-38c0a33a.jpg,21,0
./bdd100k/train/images/0062f18d-f8cd3a65.jpg,1,0
./bdd100k/train/images/006382a3-4a442001.jpg,6,0
./bdd100k/train/images/0065fe83-c80cf6c3.jpg,2,0
./bdd100k/train/images/006676e5-0a512e75.jpg,2,0
./bdd100k/train/images/006676e5-624162a7.jpg,2,0
./bdd100k/train/images/0066b72f-974f6883.jpg,4,0
./bdd100k/train/images/00690c26-e4bbbd72.jpg,5,3
./bdd100k/train/images/00699de6-58847872.jpg,4,3
./bdd100k/train/images/006a4209-286a5664.jpg,17,1
./bdd100k/train/images/006a4209-4f3bf6cf.jpg,12,0
./bdd100k/train/images/006a7635-c42f9f97.jpg,7,0
./bdd100k/train/images/006a7635-ec8fe02c.jpg,7,0
./bdd100k/train/images/006bb043-fe4bbaf6.jpg,0,0
./bdd100k/train/images/006bff20-752bd845.jpg,8,0
./bdd100k/train/images/006c0799-10697723.jpg,5,0
./bdd100k/train/images/006c0799-964a2695.jpg,8,0
./bdd100k/train/images/006d6f8e-4759e8c1.jpg,7,0
./bdd100k/train/images/006dd004-34630e8d.jpg,9,0
./bdd100k/train/images/006fdb67-526bb14e.jpg,5,1
./bdd100k/train/images/006fdb67-a1455b77.jpg,11,2
./bdd100k/train/images/006fdb67-f4820206.jpg,8,2
./bdd100k/train/images/0070bc56-29bcc943.jpg,4,1
./bdd100k/train/images/0070bc56-401304be.jpg,5,1
./bdd100k/train/images/0070bc56-49cf077c.jpg,8,0
./bdd100k/train/images/0070bc56-4c0bb2d5.jpg,1,0
./bdd100k/train/images/0070bc56-7d01076a.jpg,2,0
./bdd100k/train/images/0070bc56-8d8cfd82.jpg,9,0
./bdd100k/train/images/00714cd3-48d6b290.jpg,3,2
./bdd100k/train/images/0071d9c5-0f52d539.jpg,7,0
./bdd100k/train/images/0071d9c5-be7394cc.jpg,6,0
./bdd100k/train/images/00721168-56efa5c2.jpg,1,0
./bdd100k/train/images/0075a5b0-9a8d5dbb.jpg,3,2
./bdd100k/train/images/0075b179-8e09869a.jpg,4,0
./bdd100k/train/images/007693e6-2535e7bf.jpg,8,0
./bdd100k/train/images/007693e6-bc55f0e4.jpg,9,1
./bdd100k/train/images/007693e6-c2a8b9a7.jpg,3,2
./bdd100k/train/images/00779058-517a4591.jpg,1,0
./bdd100k/train/images/0077ccb8-d5778190.jpg,8,0
./bdd100k/train/images/00787a90-b350f376.jpg,10,1
./bdd100k/train/images/007ae77f-79995643.jpg,1,4
./bdd100k/train/images/007aeb45-3e75ce0e.jpg,7,4
./bdd100k/train/images/007aeb45-56d1aed9.jpg,10,1
./bdd100k/train/images/007aeb45-9330e852.jpg,13,0
./bdd100k/train/images/007aeb45-96ce245e.jpg,9,3
./bdd100k/train/images/007aeb45-c601742b.jpg,8,2
./bdd100k/train/images/007aeb45-eef41701.jpg,1,1
./bdd100k/train/images/007aeb45-f9f5ac8c.jpg,5,0
./bdd100k/train/images/007b11e5-1033ff33.jpg,2,0
./bdd100k/train/images/007b11e5-c22ddae8.jpg,5,0
./bdd100k/train/images/007c01ea-63aa326c.jpg,1,0
./bdd100k/train/images/007c01ea-a02f29ef.jpg,0,0
./bdd100k/train/images/007c01ea-ad9f940b.jpg,7,1
./bdd100k/train/images/007c11bf-f6da335c.jpg,10,0
./bdd100k/train/images/007da0eb-1bad8468.jpg,3,0
./bdd100k/train/images/007da0eb-8cca23d7.jpg,1,0
./bdd100k/train/images/007da0eb-e1f588e8.jpg,6,0
./bdd100k/train/images/007eddfc-528c4da4.jpg,1,0
./bdd100k/train/images/007eddfc-bcaeb35b.jpg,6,0
./bdd100k/train/images/007eddfc-f8a80310.jpg,1,0
./bdd100k/train/images/0080b637-55f7930e.jpg,5,0
./bdd100k/train/images/00810e80-37641274.jpg,6,0
./bdd100k/train/images/0081c36b-30bff234.jpg,5,4
./bdd100k/train/images/0081da60-27997c07.jpg,8,1
./bdd100k/train/images/0081da60-5fa22cc6.jpg,13,1
./bdd100k/train/images/0081e27b-17bf4a9e.jpg,4,0
./bdd100k/train/images/0081e3ea-2c0ec19d.jpg,0,0
./bdd100k/train/images/0081e3ea-3f7b0282.jpg,0,0
./bdd100k/train/images/0081e3ea-4551210e.jpg,3,0
./bdd100k/train/images/0081e3ea-9f5dda4a.jpg,1,0
./bdd100k/train/images/0081e3ea-b9448b6b.jpg,2,0
./bdd100k/train/images/0081e3ea-cc69a1c4.jpg,1,0
./bdd100k/train/images/00825605-9dcec7d0.jpg,2,0
./bdd100k/train/images/00831388-d801f28b.jpg,6,0
./bdd100k/train/images/00852c8f-14cf1e60.jpg,0,0
./bdd100k/train/images/0088cf04-319858ad.jpg,1,0
./bdd100k/train/images/0089bc2f-5f2d57d5.jpg,4,0
./bdd100k/train/images/008d2a0a-ac995caf.jpg,2,0
./bdd100k/train/images/008db5fb-223715d5.jpg,1,0
./bdd100k/train/images/008dd3b9-4b6790d5.jpg,8,0
./bdd100k/train/images/008edf63-4a001f1b.jpg,4,0
./bdd100k/train/images/008edf63-51af8ab6.jpg,3,0
./bdd100k/train/images/0090c713-2854b392.jpg,12,2
./bdd100k/train/images/0090c713-683fc99a.jpg,5,0
./bdd100k/train/images/0090c713-9d58a186.jpg,4,1
./bdd100k/train/images/009215e2-62d79d70.jpg,3,0
./bdd100k/train/images/009215e2-8500bd0b.jpg,2,0
./bdd100k/train/images/009215e2-d6d2d61b.jpg,0,0
./bdd100k/train/images/009215e2-e67ccfb7.jpg,0,0
./bdd100k/train/images/009215e2-ea063b28.jpg,0,0
./bdd100k/train/images/0092e44c-3b3dee4b.jpg,4,0
./bdd100k/train/images/0094ffe5-596e38bd.jpg,12,0
./bdd100k/train/images/0096bcca-095d2c02.jpg,8,0
./bdd100k/train/images/0096bcca-27a61cb3.jpg,7,0
./bdd100k/train/images/0096bcca-369281bd.jpg,1,0
./bdd100k/train/images/0096bcca-42d2702c.jpg,1,0
./bdd100k/train/images/0096bcca-81ffedfc.jpg,2,0
./bdd100k/train/images/0096bcca-a25719cb.jpg,3,0
./bdd100k/train/images/0096bcca-bfb5ea6c.jpg,0,0
./bdd100k/train/images/0096bcca-c2027ec4.jpg,5,0
./bdd100k/train/images/0096bcca-fc7d6d3c.jpg,5,0
./bdd100k/train/images/0096f810-6bcc27da.jpg,0,0
./bdd100k/train/images/00982f76-83a093ef.jpg,2,0
./bdd100k/train/images/009aecce-ab411438.jpg,10,1
./bdd100k/train/images/009aecce-ce4a9413.jpg,16,0
./bdd100k/train/images/009b0eb2-bbef939f.jpg,7,0
./bdd100k/train/images/009b6a87-b15675e2.jpg,9,0
./bdd100k/train/images/009bd04d-0f1f9967.jpg,4,0
./bdd100k/train/images/009bd04d-42445981.jpg,6,1
./bdd100k/train/images/009c662e-91aa5a86.jpg,3,0
./bdd100k/train/images/009deddd-c8963379.jpg,18,0
./bdd100k/train/images/009deddd-d68ff1f7.jpg,10,1
./bdd100k/train/images/009e7a6a-3d755b8b.jpg,5,0
./bdd100k/train/images/00a04f65-8c891f94.jpg,2,0
./bdd100k/train/images/00a04f65-af2ab984.jpg,6,0
./bdd100k/train/images/00a0f008-3c67908e.jpg,3,0
./bdd100k/train/images/00a0f008-a315437f.jpg,9,0
./bdd100k/train/images/00a1176f-0652080e.jpg,10,0
./bdd100k/train/images/00a1176f-5121b501.jpg,2,2
./bdd100k/train/images/00a2e3ca-5c856cde.jpg,6,1
./bdd100k/train/images/00a2e3ca-62992459.jpg,5,0
./bdd100k/train/images/00a2f5b6-d4217a96.jpg,12,1
./bdd100k/train/images/00a395fe-d60c0b47.jpg,11,3
./bdd100k/train/images/00a820ef-2b98dcf5.jpg,5,0
./bdd100k/train/images/00a820ef-98a12e22.jpg,5,0
./bdd100k/train/images/00a820ef-d655700e.jpg,6,0
./bdd100k/train/images/00a9cd6b-b39be004.jpg,6,0
./bdd100k/train/images/00abd8a7-ecd6fc56.jpg,12,9
./bdd100k/train/images/00abf44e-04004ca0.jpg,10,0
./bdd100k/train/images/00abf44e-421f6ed7.jpg,4,1
./bdd100k/train/images/00ac3256-0f8e2cda.jpg,3,4
./bdd100k/train/images/00ad8a92-c4851839.jpg,7,0
./bdd100k/train/images/00adbb3f-7757d4ea.jpg,13,0
./bdd100k/train/images/00afa5b2-c14a542f.jpg,7,1
./bdd100k/train/images/00afa6b9-4efe0141.jpg,4,0
./bdd100k/train/images/00b04b12-a7d7eb85.jpg,5,0
./bdd100k/train/images/00b04b30-2e874876.jpg,6,1
./bdd100k/train/images/00b04b30-501822fa.jpg,12,0
./bdd100k/train/images/00b1dfed-a89dbe2b.jpg,7,1
./bdd100k/train/images/00b4c5fc-8fcf3628.jpg,0,0
./bdd100k/train/images/00b56f41-e0e5d918.jpg,0,0
./bdd100k/train/images/00b93c6e-6298aa25.jpg,2,2
./bdd100k/train/images/00be7020-457a6db4.jpg,14,0
./bdd100k/train/images/00beeb02-50440dcd.jpg,0,0
./bdd100k/train/images/00beeb02-ba0790aa.jpg,10,0
./bdd100k/train/images/00c12bd0-bb46e479.jpg,10,2
./bdd100k/train/images/00c17a92-d4803287.jpg,5,0
./bdd100k/train/images/00c29c52-f9524f1e.jpg,1,0
./bdd100k/train/images/00c41a61-4ba25ad4.jpg,3,0
./bdd100k/train/images/00c497ae-595d361b.jpg,3,0
./bdd100k/train/images/00c4c672-26d36ad8.jpg,2,1
./bdd100k/train/images/00c50078-6298b9c1.jpg,15,0
./bdd100k/train/images/00c87627-b7f6f46c.jpg,10,0
./bdd100k/train/images/00ca8821-17667a58.jpg,2,0
./bdd100k/train/images/00ca8821-db8033d5.jpg,6,0
./bdd100k/train/images/00cb28b9-08a22af7.jpg,3,0
./bdd100k/train/images/00ccf2e8-59a6bfc9.jpg,1,0
./bdd100k/train/images/00ccf2e8-ac055be6.jpg,6,0
./bdd100k/train/images/00ccf2e8-f8c69860.jpg,7,0
./bdd100k/train/images/00ce6f6d-50bbee62.jpg,11,0
./bdd100k/train/images/00ce8219-12c6d905.jpg,17,0
./bdd100k/train/images/00ce8219-d0b5582e.jpg,4,3
./bdd100k/train/images/00ce95b0-84be34a3.jpg,5,0
./bdd100k/train/images/00cea101-06f21d5e.jpg,3,1
./bdd100k/train/images/00cea101-293a30b5.jpg,0,0
./bdd100k/train/images/00cee0e0-5e25daa7.jpg,4,1
./bdd100k/train/images/00cef86b-204ea619.jpg,11,0
./bdd100k/train/images/00cef86b-d8d105b9.jpg,8,0
./bdd100k/train/images/00cf8e3d-3d27efb0.jpg,4,2
./bdd100k/train/images/00cf8e3d-4683d983.jpg,7,0
./bdd100k/train/images/00cf8e3d-773de15e.jpg,5,0
./bdd100k/train/images/00cf8e3d-a7b4978c.jpg,5,0
./bdd100k/train/images/00d0f034-6d666f7b.jpg,3,0
./bdd100k/train/images/00d15d58-9197cde5.jpg,2,0
./bdd100k/train/images/00d18b13-52d3e4c4.jpg,9,3
./bdd100k/train/images/00d1bafa-1b47b41c.jpg,2,0
./bdd100k/train/images/00d1bafa-6701fcd9.jpg,0,0
./bdd100k/train/images/00d4b6b7-7d0a60bf.jpg,2,0
./bdd100k/train/images/00d4b6b7-a0b1a3e0.jpg,5,0
./bdd100k/train/images/00d5edb9-f0077df3.jpg,2,0
./bdd100k/train/images/00d7268f-fd4487be.jpg,10,0
./bdd100k/train/images/00d77344-9fe25620.jpg,7,1
./bdd100k/train/images/00d79c0a-23bea078.jpg,11,0
./bdd100k/train/images/00d79c0a-a2b85ca4.jpg,9,1
./bdd100k/train/images/00d84b1d-21e6fe01.jpg,3,0
./bdd100k/train/images/00d8944b-e157478b.jpg,14,0
./bdd100k/train/images/00d8d95a-47d98291.jpg,5,0
./bdd100k/train/images/00d8d95a-74aa476a.jpg,6,0
./bdd100k/train/images/00d9e313-038310a2.jpg,2,0
./bdd100k/train/images/00d9e313-7d75bb18.jpg,5,0
./bdd100k/train/images/00d9e313-926b6698.jpg,1,3
./bdd100k/train/images/00db9030-5102ed41.jpg,3,0
./bdd100k/train/images/00dc5030-237e7f71.jpg,1,1
./bdd100k/train/images/00de601c-858a8a8d.jpg,8,0
./bdd100k/train/images/00de601c-cfa2404b.jpg,1,0
./bdd100k/train/images/00e02d60-54df99d1.jpg,6,0
./bdd100k/train/images/00e100a8-9c852617.jpg,0,0
./bdd100k/train/images/00e100a8-a5e1ece9.jpg,0,0
./bdd100k/train/images/00e11419-e4eeba84.jpg,8,0
./bdd100k/train/images/00e42886-b826e91d.jpg,5,0
./bdd100k/train/images/00e42886-bd5ed543.jpg,1,0
./bdd100k/train/images/00e49ed1-9d41220c.jpg,4,0
./bdd100k/train/images/00e4cae5-c0582574.jpg,6,0
./bdd100k/train/images/00e5e793-22614772.jpg,0,0
./bdd100k/train/images/00e5e793-f94de032.jpg,1,0
./bdd100k/train/images/00e782b9-5fe9bffe.jpg,5,0
./bdd100k/train/images/00e81dcc-b1dd9e7b.jpg,2,0
./bdd100k/train/images/00e8c106-e197c4b1.jpg,5,0
./bdd100k/train/images/00eb41b2-6bbff2ca.jpg,3,0
./bdd100k/train/images/00ecf963-bea6bf0f.jpg,5,0
./bdd100k/train/images/00ed2e85-82bdd22b.jpg,5,0
./bdd100k/train/images/00ed2e85-95394dfd.jpg,12,0
./bdd100k/train/images/00edfec7-4d92adef.jpg,3,0
./bdd100k/train/images/00f0dd0f-1adbde75.jpg,1,0
./bdd100k/train/images/00f0dd0f-5e9c9557.jpg,6,1
./bdd100k/train/images/00f28fce-a799f8a1.jpg,4,0
./bdd100k/train/images/00f2b0d5-c84860fe.jpg,1,0
./bdd100k/train/images/00f42f6b-5a20a4d2.jpg,6,3
./bdd100k/train/images/00f42f6b-699a498c.jpg,3,1
./bdd100k/train/images/00f42f6b-b1ca1f6c.jpg,9,0
./bdd100k/train/images/00f7eac8-5193d600.jpg,6,0
./bdd100k/train/images/00f89335-1825f637.jpg,7,1
./bdd100k/train/images/00f89335-2ef7949d.jpg,17,1
./bdd100k/train/images/00f8f875-bad0295f.jpg,5,1
./bdd100k/train/images/00fba75b-5d18da26.jpg,6,0
./bdd100k/train/images/00fbb190-8834f55b.jpg,8,0
./bdd100k/train/images/00fc910e-bce87172.jpg,9,1
./bdd100k/train/images/00fcfec9-7ba5dabf.jpg,2,3
./bdd100k/train/images/00fcfec9-8accd82b.jpg,3,0
./bdd100k/train/images/00ffeef4-75f6b5ec.jpg,0,0
./bdd100k/train/images/00ffeef4-b105ce4d.jpg,0,0
./bdd100k/train/images/00ffeef4-ea139a4e.jpg,5,0
./bdd100k/train/images/0100a197-bdbf50ca.jpg,8,0
./bdd100k/train/images/0102614a-75ae85cf.jpg,0,0
./bdd100k/train/images/0102614a-fc165656.jpg,0,0
./bdd100k/train/images/01041028-15488454.jpg,3,0
./bdd100k/train/images/01041028-187a2d1f.jpg,7,2
./bdd100k/train/images/01041028-362385a9.jpg,13,3
./bdd100k/train/images/0104a3f0-9294818d.jpg,4,2
./bdd100k/train/images/0104eb19-162abfea.jpg,5,0
./bdd100k/train/images/0104eb19-718b1a9c.jpg,7,0
./bdd100k/train/images/0104f3cf-0dbe2960.jpg,1,0
./bdd100k/train/images/01051f5c-0ec95f5c.jpg,8,0
./bdd100k/train/images/010526ea-7a0c620d.jpg,4,1
./bdd100k/train/images/010526ea-98dc9803.jpg,8,0
./bdd100k/train/images/010799f0-4d81c585.jpg,0,0
./bdd100k/train/images/01079b7f-2af154e7.jpg,4,0
./bdd100k/train/images/01079b7f-54afc9ad.jpg,8,1
./bdd100k/train/images/01079b7f-9d0e53c5.jpg,0,0
./bdd100k/train/images/01094b4f-27d47f20.jpg,2,0
./bdd100k/train/images/010a3063-55852e55.jpg,3,0
./bdd100k/train/images/010a3063-d255402b.jpg,2,0
./bdd100k/train/images/010b0600-47a9e3e0.jpg,9,0
./bdd100k/train/images/010b0600-ae1f7be5.jpg,1,0
./bdd100k/train/images/010b0600-f44aed15.jpg,6,0
./bdd100k/train/images/010b452c-2636b85e.jpg,6,0
./bdd100k/train/images/010d75f8-3eb08dc7.jpg,0,0
./bdd100k/train/images/010d75f8-91f41ad8.jpg,2,0
./bdd100k/train/images/010d75f8-fa119cd4.jpg,2,5
./bdd100k/train/images/010fc651-19922861.jpg,4,1
./bdd100k/train/images/010fc651-6bcbfd89.jpg,6,0
./bdd100k/train/images/010fc651-7cf4bc7d.jpg,10,0
./bdd100k/train/images/0110b332-cc1282d2.jpg,3,0
./bdd100k/train/images/0111122b-276d22b9.jpg,2,0
./bdd100k/train/images/0111523e-64c5acff.jpg,5,0
./bdd100k/train/images/0111523e-a2170455.jpg,10,1
./bdd100k/train/images/01118704-2d838d7f.jpg,3,0
./bdd100k/train/images/01118704-e91b1b1c.jpg,2,0
./bdd100k/train/images/01128d0a-031e0a61.jpg,4,0
./bdd100k/train/images/0113faa5-8a0daa74.jpg,8,0
./bdd100k/train/images/0114bdd0-f317da84.jpg,0,0
./bdd100k/train/images/0115917e-14907a6a.jpg,10,0
./bdd100k/train/images/011a2aa0-677a45ae.jpg,5,0
./bdd100k/train/images/011ad6b2-1dfff443.jpg,1,6
./bdd100k/train/images/011ad6b2-f34fd564.jpg,5,0
./bdd100k/train/images/011aeca1-fe5af665.jpg,3,0
./bdd100k/train/images/011b09ca-9529e701.jpg,6,0
./bdd100k/train/images/011c1a10-d1b6a6a2.jpg,3,1
./bdd100k/train/images/011d593a-89158b9d.jpg,8,0
./bdd100k/train/images/011f8481-66729fb4.jpg,9,0
./bdd100k/train/images/011f8481-b14725fa.jpg,4,1
./bdd100k/train/images/011f8556-41affeb2.jpg,5,0
./bdd100k/train/images/011f8556-ca1f4828.jpg,8,0
./bdd100k/train/images/01213e45-5edb70f0.jpg,9,0
./bdd100k/train/images/0124dfa6-30a430dc.jpg,2,5
./bdd100k/train/images/0124dfa6-385f1b58.jpg,7,1
./bdd100k/train/images/01251d51-eb962582.jpg,8,0
./bdd100k/train/images/0125b9f0-a8dec2ba.jpg,15,0
./bdd100k/train/images/0127cb3a-6be24a50.jpg,2,0
./bdd100k/train/images/0128cdde-1f72dcf1.jpg,3,0
./bdd100k/train/images/0128cdde-289cd9e9.jpg,8,0
./bdd100k/train/images/0128cdde-ba330f54.jpg,0,0
./bdd100k/train/images/0128cdde-ce2cb20b.jpg,4,0
./bdd100k/train/images/0128cdde-ea132b68.jpg,4,0
./bdd100k/train/images/012979cd-e13274a9.jpg,4,1
./bdd100k/train/images/0129ed1d-41528bb8.jpg,2,0
./bdd100k/train/images/0129ed1d-d8572c11.jpg,0,0
./bdd100k/train/images/0129ed1d-e672b72a.jpg,6,0
./bdd100k/train/images/012a9c41-3c62334b.jpg,11,0
./bdd100k/train/images/012a9c41-69222e1b.jpg,9,1
./bdd100k/train/images/012a9c41-692c9f06.jpg,4,0
./bdd100k/train/images/012a9c41-9423165c.jpg,7,0
./bdd100k/train/images/012a9c41-cef5b320.jpg,10,0
./bdd100k/train/images/012a9c41-edad898c.jpg,10,0
./bdd100k/train/images/012b2d03-bef11aa2.jpg,1,0
./bdd100k/train/images/012c118a-93e8b511.jpg,5,0
./bdd100k/train/images/012c118a-b3092f3b.jpg,6,0
./bdd100k/train/images/012c8623-1782dc8b.jpg,7,1
./bdd100k/train/images/012d563d-30edbc0f.jpg,10,0
./bdd100k/train/images/012e0351-723ac360.jpg,6,1
